Código;Descrição Resumida
"1501021005";"TUBO (AC) MARILOY (S400 / TPY) S/C (PL) 10mm (4 pol)"
"1501026005";"TUBO (AC) TIPO KCP-3L S/C (PC) 13mm (10 pol)"
"1510001001";"TUBO FRP, ASTM D2996, C/RESINA EPOXI, 1 POL"
"1510001002";"TUBO FRP, ASTM D2996, C/RESINA EPOXI, 1.1/2 POL"
"1510001003";"TUBO FRP, ASTM D2996, C/RESINA EPOXI, 2 POL"
"1510002003";"TUBO FRP, ASTM D2996, C/RESINA POLIESTER, 2 POL"
"1510003001";"TUBO FRP, ASTM F1173, C/RESINA PLASTICO, 1 POL"
"1509001002";"TUBO QUADRADO (AC) A500-B (PL) C/C ESP. 3mm (30 x 30mm)"
"1509001003";"TUBO ESTRUTURAL QUADRADO, A500, 8mm, (DIMENSOES 150 x 150mm)"
"1509004001";"TUBO QUADRADO (AL) 6063 T5 (PL) ESP. 1.58mm (1/2 x 1/2 pol)"
"1509004002";"TUBO QUADRADO (AL) 6063 T5 (PL) ESP. 1.58mm (5/8 x 5/8 pol)"
"1509004003";"TUBO QUADRADO (AL) 6063 T5 (PL) ESP. 1.00mm (3/4 x 3/4 pol)"
"1509004004";"TUBO QUADRADO (AL) 6063 T5 (PL) ESP. 1.58mm (3/4 x 3/4 pol)"
"1509004005";"TUBO QUADRADO (AL) 6063 T5 (PL) ESP. 2.00mm (3/4 x 3/4 pol)"
"1509004006";"TUBO QUADRADO (AL) 6063 T5 (PL) ESP. 3.17mm (3/4 x 3/4 pol)"
"1509004007";"TUBO QUADRADO (AL) 6063 T5 (PL) ESP. 1.58mm (1 x 1 pol)"
"1509004008";"TUBO QUADRADO (AL) 6063 T5 (PL) ESP. 2.00mm (1 x 1 pol)"
"1509004009";"TUBO QUADRADO (AL) 6063 T5 (PL) ESP. 3.17mm (1 x 1 pol)"
"1509004010";"TUBO QUADRADO (AL) 6063 T5 (PL) ESP 1.58mm 1.1/4 x 1.1/4 pol"
"1509004011";"TUBO QUADRADO (AL) 6063 T5 (PL) ESP 2.00mm 1.1/4 x 1.1/4 pol"
"1509004012";"TUBO QUADRADO (AL) 6063 T5 (PL) ESP 1.58mm 1.1/2 x 1.1/2 pol"
"1509004013";"TUBO QUADRADO (AL) 6063 T5 (PL) ESP 2.00mm 1.1/2 x 1.1/2 pol"
"1509004014";"TUBO QUADRADO (AL) 6063 T5 (PL) ESP 2.00mm 2 x 2 pol"
"1509004015";"TUBO QUADRADO (AL) 6063 T5 (PL) ESP. 3.17mm (2 x 2 pol)"
"1509004016";"TUBO QUADRADO (AL) 6063 T5 (PL) ESP 3.17mm 2.1/2 x 2.1/2 pol"
"1509004017";"TUBO QUADRADO (AL) 6063 T5 (PL) ESP 3.17mm 3 x 3 pol"
"1509004018";"TUBO QUADRADO (AL) 6063 T5 (PL) ESP 6.35mm 4 x 4 pol"
"2014001039";"TUBO QUADRADO (AC) A500-B (PL) ESP. 0.148mm (63.5 x 63.5mm)"
"2014001046";"TUBO QUADRADO (AC) A500-B (PL) ESP. 4.19mm (76.2 x 76.2mm)"
"2014001051";"TUBO QUADRADO (AC) A500-B (PL) ESP. 0.180mm (63.5 x 63.5mm)"
"2014001058";"TUBO QUADRADO (AC) A500-B (PL) ESP. 0.188mm (76.2 x 76.2mm)"
"2014001060";"TUBO QUADRADO (AC) A500-B (PL) ESP 0.188mm (101.6 x 101.6mm)"
"2014001061";"TUBO QUADRADO AC ASTM A500 GR B, 150 X 150 X 6,4)"
"2014001062";"TUBO QUADRADO (AC) A500-B, Esp 0.315 pol (4 x 4 pol)"
"2014001067";"TUBO QUADRADO (AC) A500-B (PL) ESP 0.250mm (64 x 64mm)"
"2014001069";"TUBO QUADRADO (AC) A500-B (PL) ESP. 375mm (90 x 90mm)"
